date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:13:46	4947/4947	---M-Z	200	added ('OK')	text/html	etag:%221353-4f02859469a80-gzip%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc22.html	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc22.html	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc22.html)
16:13:47	170488/170488	---M--	200	added ('OK')	image/jpeg	etag:%22299f8-4f02859651f00%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c23.JPG	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c23.jpg	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc23.html)
16:13:47	6167/6167	---M-Z	200	added ('OK')	text/html	etag:%221817-4f02859469a80-gzip%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc23.html	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc23.html	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc23.html)
16:13:48	185130/185130	---M--	200	added ('OK')	image/jpeg	etag:%222d32a-4f02859651f00%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c24.JPG	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c24.jpg	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc24.html)
16:13:48	5936/5936	---M-Z	200	added ('OK')	text/html	etag:%221730-4f0285955dcc0-gzip%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc24.html	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc24.html	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc24.html)
16:13:49	185960/185960	---M--	200	added ('OK')	image/jpeg	etag:%222d668-4f02859651f00%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c25.JPG	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c25.jpg	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc25.html)
16:13:50	5546/5546	---M-Z	200	added ('OK')	text/html	etag:%2215aa-4f0285955dcc0-gzip%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc25.html	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc25.html	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc25.html)
16:13:50	177099/177099	---M--	200	added ('OK')	image/jpeg	etag:%222b3cb-4f02859651f00%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c26.JPG	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c26.jpg	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc26.html)
16:13:50	5477/5477	---M-Z	200	added ('OK')	text/html	etag:%221565-4f0285955dcc0-gzip%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc26.html	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc26.html	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc26.html)
16:13:51	199648/199648	---M--	200	added ('OK')	image/jpeg	etag:%2230be0-4f02859651f00%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c27.JPG	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c27.jpg	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc27.html)
16:13:52	5262/5262	---M-Z	200	added ('OK')	text/html	etag:%22148e-4f0285955dcc0-gzip%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc27.html	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc27.html	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc27.html)
16:13:52	197151/197151	---M--	200	added ('OK')	image/jpeg	etag:%223021f-4f02859651f00%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c28.JPG	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c28.jpg	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc28.html)
16:13:53	6634/6634	---M-Z	200	added ('OK')	text/html	etag:%2219ea-4f0285955dcc0-gzip%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc28.html	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc28.html	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc28.html)
16:13:53	185625/185625	---M--	200	added ('OK')	image/jpeg	etag:%222d519-4f02859651f00%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c29.JPG	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c29.jpg	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc29.html)
16:13:54	6163/6163	---M-Z	200	added ('OK')	text/html	etag:%221813-4f0285955dcc0-gzip%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc29.html	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc29.html	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc29.html)
16:13:54	194402/194402	---M--	200	added ('OK')	image/jpeg	etag:%222f762-4f02859651f00%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c30.JPG	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c30.jpg	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc30.html)
16:13:55	6262/6262	---M-Z	200	added ('OK')	text/html	etag:%221876-4f0285955dcc0-gzip%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc30.html	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc30.html	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc30.html)
16:13:56	217210/217210	---M--	200	added ('OK')	image/jpeg	etag:%223507a-4f02859651f00%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c31.JPG	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c31.jpg	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc31.html)
16:13:56	4995/4995	---M-Z	200	added ('OK')	text/html	etag:%221383-4f0285955dcc0-gzip%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc31.html	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc31.html	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc31.html)
16:13:57	201656/201656	---M--	200	added ('OK')	image/jpeg	etag:%22313b8-4f02859651f00%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c32.JPG	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c32.jpg	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc32.html)
16:13:57	6811/6811	---M-Z	200	added ('OK')	text/html	etag:%221a9b-4f0285955dcc0-gzip%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc32.html	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc32.html	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc32.html)
16:13:58	191588/191588	---M--	200	added ('OK')	image/jpeg	etag:%222ec64-4f02859651f00%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c33.JPG	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c33.jpg	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc33.html)
16:13:58	6855/6855	---M-Z	200	added ('OK')	text/html	etag:%221ac7-4f0285955dcc0-gzip%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc33.html	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc33.html	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc33.html)
16:13:59	229290/229290	---M--	200	added ('OK')	image/jpeg	etag:%2237faa-4f02859651f00%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c34.JPG	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c34.jpg	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc34.html)
16:13:59	5200/5200	---M-Z	200	added ('OK')	text/html	etag:%221450-4f0285955dcc0-gzip%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc34.html	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc34.html	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc34.html)
16:14:00	188794/188794	---M--	200	added ('OK')	image/jpeg	etag:%222e17a-4f02859651f00%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c35.JPG	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c35.jpg	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc35.html)
16:14:00	5581/5581	---M-Z	200	added ('OK')	text/html	etag:%2215cd-4f0285955dcc0-gzip%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc35.html	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc35.html	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc35.html)
16:14:01	183230/183230	---M--	200	added ('OK')	image/jpeg	etag:%222cbbe-4f02859651f00%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c36.JPG	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c36.jpg	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc36.html)
16:14:01	6286/6286	---M-Z	200	added ('OK')	text/html	etag:%22188e-4f0285955dcc0-gzip%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc36.html	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc36.html	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc36.html)
16:14:02	182520/182520	---M--	200	added ('OK')	image/jpeg	etag:%222c8f8-4f02859651f00%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c37.JPG	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c37.jpg	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc37.html)
16:14:02	5590/5590	---M-Z	200	added ('OK')	text/html	etag:%2215d6-4f0285955dcc0-gzip%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc37.html	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc37.html	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc37.html)
16:14:03	175480/175480	---M--	200	added ('OK')	image/jpeg	etag:%222ad78-4f02859651f00%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c38.JPG	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c38.jpg	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc38.html)
16:14:03	5122/5122	---M-Z	200	added ('OK')	text/html	etag:%221402-4f0285955dcc0-gzip%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc38.html	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc38.html	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc38.html)
16:14:04	184383/184383	---M--	200	added ('OK')	image/jpeg	etag:%222d03f-4f02859651f00%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c39.JPG	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c39.jpg	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc39.html)
16:14:04	6626/6626	---M-Z	200	added ('OK')	text/html	etag:%2219e2-4f0285955dcc0-gzip%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc39.html	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc39.html	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc39.html)
16:14:05	186231/186231	---M--	200	added ('OK')	image/jpeg	etag:%222d777-4f02859651f00%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c40.JPG	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c40.jpg	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc40.html)
16:14:05	4957/4957	---M-Z	200	added ('OK')	text/html	etag:%22135d-4f0285955dcc0-gzip%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc40.html	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc40.html	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc40.html)
16:14:06	193178/193178	---M--	200	added ('OK')	image/jpeg	etag:%222f29a-4f02859651f00%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c41.JPG	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c41.jpg	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc41.html)
16:14:06	5097/5097	---M-Z	200	added ('OK')	text/html	etag:%2213e9-4f0285955dcc0-gzip%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc41.html	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc41.html	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc41.html)
16:14:07	198469/198469	---M--	200	added ('OK')	image/jpeg	etag:%2230745-4f02859651f00%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c42.JPG	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c42.jpg	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc42.html)
16:14:07	5214/5214	---M-Z	200	added ('OK')	text/html	etag:%22145e-4f0285955dcc0-gzip%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc42.html	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc42.html	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc42.html)
16:14:08	222207/222207	---M--	200	added ('OK')	image/jpeg	etag:%22363ff-4f02859651f00%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c43.JPG	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c43.jpg	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc43.html)
16:14:08	6748/6748	---M-Z	200	added ('OK')	text/html	etag:%221a5c-4f0285955dcc0-gzip%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc43.html	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc43.html	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc43.html)
16:14:09	195710/195710	---M--	200	added ('OK')	image/jpeg	etag:%222fc7e-4f02859651f00%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c44.JPG	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c44.jpg	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc44.html)
16:14:09	6144/6144	---M-Z	200	added ('OK')	text/html	etag:%221800-4f0285955dcc0-gzip%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc44.html	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc44.html	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc44.html)
16:14:10	187492/187492	---M--	200	added ('OK')	image/jpeg	etag:%222dc64-4f02859651f00%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c45.JPG	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c45.jpg	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc45.html)
16:14:10	5710/5710	---M-Z	200	added ('OK')	text/html	etag:%22164e-4f0285955dcc0-gzip%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc45.html	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc45.html	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc45.html)
16:14:11	211290/211290	---M--	200	added ('OK')	image/jpeg	etag:%223395a-4f02859651f00%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c46.JPG	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c46.jpg	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc46.html)
16:14:11	5126/5126	---M-Z	200	added ('OK')	text/html	etag:%221406-4f0285955dcc0-gzip%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc46.html	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc46.html	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc46.html)
16:14:12	202233/202233	---M--	200	added ('OK')	image/jpeg	etag:%22315f9-4f02859651f00%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c47.JPG	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c47.jpg	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc47.html)
16:14:12	4982/4982	---M-Z	200	added ('OK')	text/html	etag:%221376-4f0285955dcc0-gzip%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc47.html	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc47.html	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc47.html)
16:14:13	181667/181667	---M--	200	added ('OK')	image/jpeg	etag:%222c5a3-4f02859651f00%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c48.JPG	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c48.jpg	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc48.html)
16:14:13	5646/5646	---M-Z	200	added ('OK')	text/html	etag:%22160e-4f0285955dcc0-gzip%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc48.html	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc48.html	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc48.html)
16:14:14	192149/192149	---M--	200	added ('OK')	image/jpeg	etag:%222ee95-4f02859746140%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c49.JPG	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c49.jpg	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc49.html)
16:14:14	6810/6810	---M-Z	200	added ('OK')	text/html	etag:%221a9a-4f0285955dcc0-gzip%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc49.html	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc49.html	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc49.html)
16:14:15	181969/181969	---M--	200	added ('OK')	image/jpeg	etag:%222c6d1-4f02859746140%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c50.JPG	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cas_pics/c50.jpg	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc50.html)
16:14:15	5072/5072	---M-Z	200	added ('OK')	text/html	etag:%2213d0-4f0285955dcc0-gzip%22	https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc50.html	C:/Users/Mohamed-Aymane/Desktop/Module%20d'apprentissage%20en%20pneumologie%20-%20Tuberculose%20thoracique%20(FMPM)/archives.uness.fr/sites/umvf/media/ressPneumo/M1127/rcc50.html	(from https://archives.uness.fr/sites/umvf/media/ressPneumo/M1127/cc50.html)
